,state/region,ages,year,population,state,area (sq. mi)
0,AL,under18,2012,1117489.0,Alabama,52423.0
1,AL,total,2012,4817528.0,Alabama,52423.0
2,AL,under18,2010,1130966.0,Alabama,52423.0
3,AL,total,2010,4785570.0,Alabama,52423.0
4,AL,under18,2011,1125763.0,Alabama,52423.0
5,AL,total,2011,4801627.0,Alabama,52423.0
6,AL,total,2009,4757938.0,Alabama,52423.0
7,AL,under18,2009,1134192.0,Alabama,52423.0
8,AL,under18,2013,1111481.0,Alabama,52423.0
9,AL,total,2013,4833722.0,Alabama,52423.0
10,AL,total,2007,4672840.0,Alabama,52423.0
11,AL,under18,2007,1132296.0,Alabama,52423.0
12,AL,total,2008,4718206.0,Alabama,52423.0
13,AL,under18,2008,1134927.0,Alabama,52423.0
14,AL,total,2005,4569805.0,Alabama,52423.0
15,AL,under18,2005,1117229.0,Alabama,52423.0
16,AL,total,2006,4628981.0,Alabama,52423.0
17,AL,under18,2006,1126798.0,Alabama,52423.0
18,AL,total,2004,4530729.0,Alabama,52423.0
19,AL,under18,2004,1113662.0,Alabama,52423.0
20,AL,total,2003,4503491.0,Alabama,52423.0
21,AL,under18,2003,1113083.0,Alabama,52423.0
22,AL,total,2001,4467634.0,Alabama,52423.0
23,AL,under18,2001,1120409.0,Alabama,52423.0
24,AL,total,2002,4480089.0,Alabama,52423.0
25,AL,under18,2002,1116590.0,Alabama,52423.0
26,AL,under18,1999,1121287.0,Alabama,52423.0
27,AL,total,1999,4430141.0,Alabama,52423.0
28,AL,total,2000,4452173.0,Alabama,52423.0
29,AL,under18,2000,1122273.0,Alabama,52423.0
30,AL,total,1998,4404701.0,Alabama,52423.0
31,AL,under18,1998,1118252.0,Alabama,52423.0
32,AL,under18,1997,1122893.0,Alabama,52423.0
33,AL,total,1997,4367935.0,Alabama,52423.0
34,AL,total,1996,4331103.0,Alabama,52423.0
35,AL,total,1995,4296800.0,Alabama,52423.0
36,AL,under18,1995,1110553.0,Alabama,52423.0
37,AL,under18,1996,1112092.0,Alabama,52423.0
38,AL,total,1994,4260229.0,Alabama,52423.0
39,AL,total,1993,4214202.0,Alabama,52423.0
40,AL,under18,1993,1085606.0,Alabama,52423.0
41,AL,under18,1994,1097180.0,Alabama,52423.0
42,AL,under18,1992,1072873.0,Alabama,52423.0
43,AL,total,1992,4154014.0,Alabama,52423.0
44,AL,total,1991,4099156.0,Alabama,52423.0
45,AL,under18,1991,1060794.0,Alabama,52423.0
46,AL,under18,1990,1050041.0,Alabama,52423.0
47,AL,total,1990,4050055.0,Alabama,52423.0
48,AK,total,1990,553290.0,Alaska,656425.0
49,AK,under18,1990,177502.0,Alaska,656425.0
50,AK,total,1992,588736.0,Alaska,656425.0
51,AK,under18,1991,182180.0,Alaska,656425.0
52,AK,under18,1992,184878.0,Alaska,656425.0
53,AK,total,1994,603308.0,Alaska,656425.0
54,AK,under18,1994,187439.0,Alaska,656425.0
55,AK,total,1991,570193.0,Alaska,656425.0
56,AK,total,1993,599434.0,Alaska,656425.0
57,AK,under18,1993,187190.0,Alaska,656425.0
58,AK,total,1995,604412.0,Alaska,656425.0
59,AK,under18,1995,184990.0,Alaska,656425.0
60,AK,total,1996,608569.0,Alaska,656425.0
61,AK,under18,1996,185360.0,Alaska,656425.0
62,AK,under18,1997,188280.0,Alaska,656425.0
63,AK,under18,1998,192636.0,Alaska,656425.0
64,AK,total,1998,619933.0,Alaska,656425.0
65,AK,total,1997,612968.0,Alaska,656425.0
66,AK,under18,1999,191422.0,Alaska,656425.0
67,AK,total,1999,624779.0,Alaska,656425.0
68,AK,total,2000,627963.0,Alaska,656425.0
69,AK,under18,2000,190615.0,Alaska,656425.0
70,AK,total,2001,633714.0,Alaska,656425.0
71,AK,under18,2001,188771.0,Alaska,656425.0
72,AK,total,2002,642337.0,Alaska,656425.0
73,AK,under18,2002,188482.0,Alaska,656425.0
74,AK,total,2003,648414.0,Alaska,656425.0
75,AK,under18,2003,186843.0,Alaska,656425.0
76,AK,total,2004,659286.0,Alaska,656425.0
77,AK,under18,2004,186335.0,Alaska,656425.0
78,AK,total,2005,666946.0,Alaska,656425.0
79,AK,under18,2005,185304.0,Alaska,656425.0
80,AK,total,2006,675302.0,Alaska,656425.0
81,AK,under18,2006,185580.0,Alaska,656425.0
82,AK,total,2007,680300.0,Alaska,656425.0
83,AK,under18,2007,184344.0,Alaska,656425.0
84,AK,total,2008,687455.0,Alaska,656425.0
85,AK,under18,2008,183124.0,Alaska,656425.0
86,AK,under18,2013,188132.0,Alaska,656425.0
87,AK,total,2013,735132.0,Alaska,656425.0
88,AK,total,2009,698895.0,Alaska,656425.0
89,AK,under18,2009,186351.0,Alaska,656425.0
90,AK,under18,2010,187902.0,Alaska,656425.0
91,AK,total,2010,713868.0,Alaska,656425.0
92,AK,under18,2011,188329.0,Alaska,656425.0
93,AK,total,2011,723375.0,Alaska,656425.0
94,AK,under18,2012,188162.0,Alaska,656425.0
95,AK,total,2012,730307.0,Alaska,656425.0
96,AZ,under18,2012,1617149.0,Arizona,114006.0
97,AZ,total,2012,6551149.0,Arizona,114006.0
98,AZ,under18,2011,1616353.0,Arizona,114006.0
99,AZ,total,2011,6468796.0,Arizona,114006.0
100,AZ,under18,2010,1628563.0,Arizona,114006.0
101,AZ,total,2010,6408790.0,Arizona,114006.0
102,AZ,under18,2013,1616814.0,Arizona,114006.0
103,AZ,total,2013,6626624.0,Arizona,114006.0
104,AZ,total,2009,6343154.0,Arizona,114006.0
105,AZ,under18,2009,1627343.0,Arizona,114006.0
106,AZ,total,2007,6167681.0,Arizona,114006.0
107,AZ,under18,2007,1607895.0,Arizona,114006.0
108,AZ,total,2008,6280362.0,Arizona,114006.0
109,AZ,under18,2008,1628651.0,Arizona,114006.0
110,AZ,total,2005,5839077.0,Arizona,114006.0
111,AZ,under18,2005,1529168.0,Arizona,114006.0
112,AZ,total,2006,6029141.0,Arizona,114006.0
113,AZ,under18,2006,1574867.0,Arizona,114006.0
114,AZ,total,2004,5652404.0,Arizona,114006.0
115,AZ,under18,2004,1484454.0,Arizona,114006.0
116,AZ,total,2003,5510364.0,Arizona,114006.0
117,AZ,under18,2003,1453671.0,Arizona,114006.0
118,AZ,total,2001,5273477.0,Arizona,114006.0
119,AZ,under18,2001,1399015.0,Arizona,114006.0
120,AZ,total,2002,5396255.0,Arizona,114006.0
121,AZ,under18,2002,1427938.0,Arizona,114006.0
122,AZ,under18,1999,1332396.0,Arizona,114006.0
123,AZ,total,1999,5023823.0,Arizona,114006.0
124,AZ,total,2000,5160586.0,Arizona,114006.0
125,AZ,under18,2000,1373414.0,Arizona,114006.0
126,AZ,total,1998,4883342.0,Arizona,114006.0
127,AZ,under18,1998,1285794.0,Arizona,114006.0
128,AZ,total,1997,4736990.0,Arizona,114006.0
129,AZ,under18,1997,1237159.0,Arizona,114006.0
130,AZ,under18,1996,1215285.0,Arizona,114006.0
131,AZ,total,1996,4586940.0,Arizona,114006.0
132,AZ,total,1995,4432499.0,Arizona,114006.0
133,AZ,under18,1995,1173391.0,Arizona,114006.0
134,AZ,total,1993,4065440.0,Arizona,114006.0
135,AZ,under18,1993,1094233.0,Arizona,114006.0
136,AZ,under18,1994,1119857.0,Arizona,114006.0
137,AZ,total,1994,4245089.0,Arizona,114006.0
138,AZ,under18,1992,1055572.0,Arizona,114006.0
139,AZ,under18,1991,1028285.0,Arizona,114006.0
140,AZ,total,1991,3788576.0,Arizona,114006.0
141,AZ,total,1992,3915740.0,Arizona,114006.0
142,AZ,under18,1990,1006040.0,Arizona,114006.0
143,AZ,total,1990,3684097.0,Arizona,114006.0
144,AR,under18,1990,620933.0,Arkansas,53182.0
145,AR,total,1990,2356586.0,Arkansas,53182.0
146,AR,total,1991,2383144.0,Arkansas,53182.0
147,AR,under18,1991,626212.0,Arkansas,53182.0
148,AR,under18,1992,638269.0,Arkansas,53182.0
149,AR,total,1992,2415984.0,Arkansas,53182.0
150,AR,under18,1994,653842.0,Arkansas,53182.0
151,AR,total,1994,2494019.0,Arkansas,53182.0
152,AR,total,1993,2456303.0,Arkansas,53182.0
153,AR,under18,1993,643474.0,Arkansas,53182.0
154,AR,under18,1995,667671.0,Arkansas,53182.0
155,AR,total,1995,2535399.0,Arkansas,53182.0
156,AR,under18,1996,677912.0,Arkansas,53182.0
157,AR,total,1996,2572109.0,Arkansas,53182.0
158,AR,under18,1998,683637.0,Arkansas,53182.0
159,AR,total,1997,2601091.0,Arkansas,53182.0
160,AR,under18,1997,680203.0,Arkansas,53182.0
161,AR,total,1998,2626289.0,Arkansas,53182.0
162,AR,total,2000,2678588.0,Arkansas,53182.0
163,AR,under18,2000,680378.0,Arkansas,53182.0
164,AR,under18,1999,681940.0,Arkansas,53182.0
165,AR,total,1999,2651860.0,Arkansas,53182.0
166,AR,total,2002,2705927.0,Arkansas,53182.0
167,AR,under18,2002,678798.0,Arkansas,53182.0
168,AR,total,2001,2691571.0,Arkansas,53182.0
169,AR,under18,2001,679606.0,Arkansas,53182.0
170,AR,total,2004,2749686.0,Arkansas,53182.0
171,AR,under18,2004,683166.0,Arkansas,53182.0
172,AR,total,2003,2724816.0,Arkansas,53182.0
173,AR,under18,2003,679579.0,Arkansas,53182.0
174,AR,total,2006,2821761.0,Arkansas,53182.0
175,AR,under18,2006,697842.0,Arkansas,53182.0
176,AR,total,2005,2781097.0,Arkansas,53182.0
177,AR,under18,2005,689787.0,Arkansas,53182.0
178,AR,total,2008,2874554.0,Arkansas,53182.0
179,AR,under18,2008,705725.0,Arkansas,53182.0
180,AR,total,2007,2848650.0,Arkansas,53182.0
181,AR,under18,2007,702737.0,Arkansas,53182.0
182,AR,total,2009,2896843.0,Arkansas,53182.0
183,AR,under18,2009,707886.0,Arkansas,53182.0
184,AR,under18,2013,709866.0,Arkansas,53182.0
185,AR,total,2013,2959373.0,Arkansas,53182.0
186,AR,under18,2011,710576.0,Arkansas,53182.0
187,AR,total,2011,2938506.0,Arkansas,53182.0
188,AR,under18,2010,711947.0,Arkansas,53182.0
189,AR,total,2010,2922280.0,Arkansas,53182.0
190,AR,under18,2012,710471.0,Arkansas,53182.0
191,AR,total,2012,2949828.0,Arkansas,53182.0
192,CA,under18,2012,9209007.0,California,163707.0
193,CA,total,2012,37999878.0,California,163707.0
194,CA,under18,2011,9252336.0,California,163707.0
195,CA,total,2011,37668681.0,California,163707.0
196,CA,under18,2010,9284094.0,California,163707.0
197,CA,total,2010,37333601.0,California,163707.0
198,CA,under18,2013,9174877.0,California,163707.0
199,CA,total,2013,38332521.0,California,163707.0
200,CA,total,2009,36961229.0,California,163707.0
201,CA,under18,2009,9294501.0,California,163707.0
202,CA,total,2007,36250311.0,California,163707.0
203,CA,under18,2007,9335620.0,California,163707.0
204,CA,total,2008,36604337.0,California,163707.0
205,CA,under18,2008,9321621.0,California,163707.0
206,CA,total,2005,35827943.0,California,163707.0
207,CA,under18,2005,9405565.0,California,163707.0
208,CA,total,2006,36021202.0,California,163707.0
209,CA,under18,2006,9370884.0,California,163707.0
210,CA,total,2003,35253159.0,California,163707.0
211,CA,under18,2003,9404594.0,California,163707.0
212,CA,total,2004,35574576.0,California,163707.0
213,CA,under18,2004,9418497.0,California,163707.0
214,CA,total,2001,34479458.0,California,163707.0
215,CA,under18,2001,9325466.0,California,163707.0
216,CA,total,2002,34871843.0,California,163707.0
217,CA,under18,2002,9365142.0,California,163707.0
218,CA,under18,1999,9207878.0,California,163707.0
219,CA,total,1999,33499204.0,California,163707.0
220,CA,total,2000,33987977.0,California,163707.0
221,CA,under18,2000,9267089.0,California,163707.0
222,CA,under18,1998,9163238.0,California,163707.0
223,CA,total,1998,32987675.0,California,163707.0
224,CA,under18,1997,9135359.0,California,163707.0
225,CA,total,1997,32486010.0,California,163707.0
226,CA,under18,1996,9079519.0,California,163707.0
227,CA,total,1996,32018834.0,California,163707.0
228,CA,total,1995,31696582.0,California,163707.0
229,CA,under18,1995,8920578.0,California,163707.0
230,CA,total,1993,31274928.0,California,163707.0
231,CA,under18,1993,8624810.0,California,163707.0
232,CA,under18,1994,8790058.0,California,163707.0
233,CA,total,1994,31484435.0,California,163707.0
234,CA,total,1991,30470736.0,California,163707.0
235,CA,under18,1991,8245605.0,California,163707.0
236,CA,under18,1992,8439647.0,California,163707.0
237,CA,total,1992,30974659.0,California,163707.0
238,CA,under18,1990,7980501.0,California,163707.0
239,CA,total,1990,29959515.0,California,163707.0
240,CO,total,1990,3307618.0,Colorado,104100.0
241,CO,under18,1990,881640.0,Colorado,104100.0
242,CO,total,1992,3495939.0,Colorado,104100.0
243,CO,under18,1992,925577.0,Colorado,104100.0
244,CO,under18,1991,896537.0,Colorado,104100.0
245,CO,total,1991,3387119.0,Colorado,104100.0
246,CO,total,1994,3724168.0,Colorado,104100.0
247,CO,under18,1994,966412.0,Colorado,104100.0
248,CO,under18,1993,947806.0,Colorado,104100.0
249,CO,total,1993,3613734.0,Colorado,104100.0
250,CO,under18,1995,984310.0,Colorado,104100.0
251,CO,total,1995,3826653.0,Colorado,104100.0
252,CO,total,1996,3919972.0,Colorado,104100.0
253,CO,under18,1996,1003946.0,Colorado,104100.0
254,CO,under18,1997,1030557.0,Colorado,104100.0
255,CO,total,1997,4018293.0,Colorado,104100.0
256,CO,total,1998,4116639.0,Colorado,104100.0
257,CO,under18,1998,1060066.0,Colorado,104100.0
258,CO,total,2000,4326921.0,Colorado,104100.0
259,CO,under18,2000,1106676.0,Colorado,104100.0
260,CO,total,1999,4226018.0,Colorado,104100.0
261,CO,under18,1999,1083938.0,Colorado,104100.0
262,CO,total,2002,4490406.0,Colorado,104100.0
263,CO,under18,2002,1138273.0,Colorado,104100.0
264,CO,total,2001,4425687.0,Colorado,104100.0
265,CO,under18,2001,1126647.0,Colorado,104100.0
266,CO,total,2004,4575013.0,Colorado,104100.0
267,CO,under18,2004,1146369.0,Colorado,104100.0
268,CO,total,2003,4528732.0,Colorado,104100.0
269,CO,under18,2003,1144597.0,Colorado,104100.0
270,CO,total,2006,4720423.0,Colorado,104100.0
271,CO,under18,2006,1171832.0,Colorado,104100.0
272,CO,total,2005,4631888.0,Colorado,104100.0
273,CO,under18,2005,1156399.0,Colorado,104100.0
274,CO,total,2008,4889730.0,Colorado,104100.0
275,CO,under18,2008,1203289.0,Colorado,104100.0
276,CO,total,2007,4803868.0,Colorado,104100.0
277,CO,under18,2007,1189434.0,Colorado,104100.0
278,CO,total,2009,4972195.0,Colorado,104100.0
279,CO,under18,2009,1217213.0,Colorado,104100.0
280,CO,under18,2013,1237932.0,Colorado,104100.0
281,CO,total,2013,5268367.0,Colorado,104100.0
282,CO,under18,2010,1226619.0,Colorado,104100.0
283,CO,total,2010,5048196.0,Colorado,104100.0
284,CO,under18,2011,1230178.0,Colorado,104100.0
285,CO,total,2011,5118400.0,Colorado,104100.0
286,CO,under18,2012,1232864.0,Colorado,104100.0
287,CO,total,2012,5189458.0,Colorado,104100.0
288,CT,under18,2012,794959.0,Connecticut,5544.0
289,CT,total,2012,3591765.0,Connecticut,5544.0
290,CT,under18,2011,805109.0,Connecticut,5544.0
291,CT,total,2011,3588948.0,Connecticut,5544.0
292,CT,under18,2010,814187.0,Connecticut,5544.0
293,CT,total,2010,3579210.0,Connecticut,5544.0
294,CT,under18,2013,785566.0,Connecticut,5544.0
295,CT,total,2013,3596080.0,Connecticut,5544.0
296,CT,total,2009,3561807.0,Connecticut,5544.0
297,CT,under18,2009,820839.0,Connecticut,5544.0
298,CT,total,2007,3527270.0,Connecticut,5544.0
299,CT,under18,2007,833484.0,Connecticut,5544.0
300,CT,total,2008,3545579.0,Connecticut,5544.0
301,CT,under18,2008,826626.0,Connecticut,5544.0
302,CT,total,2005,3506956.0,Connecticut,5544.0
303,CT,under18,2005,844034.0,Connecticut,5544.0
304,CT,total,2006,3517460.0,Connecticut,5544.0
305,CT,under18,2006,839372.0,Connecticut,5544.0
306,CT,total,2003,3484336.0,Connecticut,5544.0
307,CT,under18,2003,851115.0,Connecticut,5544.0
308,CT,total,2004,3496094.0,Connecticut,5544.0
309,CT,under18,2004,848979.0,Connecticut,5544.0
310,CT,total,2001,3432835.0,Connecticut,5544.0
311,CT,under18,2001,845850.0,Connecticut,5544.0
312,CT,total,2002,3458749.0,Connecticut,5544.0
313,CT,under18,2002,848877.0,Connecticut,5544.0
314,CT,total,1999,3386401.0,Connecticut,5544.0
315,CT,under18,1999,834654.0,Connecticut,5544.0
316,CT,total,2000,3411777.0,Connecticut,5544.0
317,CT,under18,2000,842242.0,Connecticut,5544.0
318,CT,under18,1998,824600.0,Connecticut,5544.0
319,CT,total,1998,3365352.0,Connecticut,5544.0
320,CT,total,1997,3349348.0,Connecticut,5544.0
321,CT,under18,1997,814373.0,Connecticut,5544.0
322,CT,under18,1996,811855.0,Connecticut,5544.0
323,CT,total,1996,3336685.0,Connecticut,5544.0
324,CT,total,1995,3324144.0,Connecticut,5544.0
325,CT,under18,1995,808623.0,Connecticut,5544.0
326,CT,total,1993,3309175.0,Connecticut,5544.0
327,CT,under18,1993,790749.0,Connecticut,5544.0
328,CT,under18,1994,801231.0,Connecticut,5544.0
329,CT,total,1994,3316121.0,Connecticut,5544.0
330,CT,under18,1991,766304.0,Connecticut,5544.0
331,CT,total,1991,3302895.0,Connecticut,5544.0
332,CT,under18,1992,777264.0,Connecticut,5544.0
333,CT,total,1992,3300712.0,Connecticut,5544.0
334,CT,total,1990,3291967.0,Connecticut,5544.0
335,CT,under18,1990,752666.0,Connecticut,5544.0
336,DE,under18,1990,165628.0,Delaware,1954.0
337,DE,total,1990,669567.0,Delaware,1954.0
338,DE,under18,1992,174166.0,Delaware,1954.0
339,DE,total,1992,694927.0,Delaware,1954.0
340,DE,total,1991,683080.0,Delaware,1954.0
341,DE,under18,1991,169910.0,Delaware,1954.0
342,DE,total,1994,717545.0,Delaware,1954.0
343,DE,under18,1994,180833.0,Delaware,1954.0
344,DE,total,1993,706378.0,Delaware,1954.0
345,DE,under18,1993,176916.0,Delaware,1954.0
346,DE,under18,1995,181736.0,Delaware,1954.0
347,DE,total,1995,729735.0,Delaware,1954.0
348,DE,total,1996,740978.0,Delaware,1954.0
349,DE,under18,1996,184021.0,Delaware,1954.0
350,DE,under18,1997,186607.0,Delaware,1954.0
351,DE,total,1997,751487.0,Delaware,1954.0
352,DE,total,1998,763335.0,Delaware,1954.0
353,DE,under18,1998,189302.0,Delaware,1954.0
354,DE,total,2000,786373.0,Delaware,1954.0
355,DE,under18,2000,194914.0,Delaware,1954.0
356,DE,total,1999,774990.0,Delaware,1954.0
357,DE,under18,1999,192510.0,Delaware,1954.0
358,DE,total,2002,806169.0,Delaware,1954.0
359,DE,under18,2002,196946.0,Delaware,1954.0
360,DE,total,2001,795699.0,Delaware,1954.0
361,DE,under18,2001,196038.0,Delaware,1954.0
362,DE,total,2004,830803.0,Delaware,1954.0
363,DE,under18,2004,199631.0,Delaware,1954.0
364,DE,total,2003,818003.0,Delaware,1954.0
365,DE,under18,2003,198045.0,Delaware,1954.0
366,DE,total,2006,859268.0,Delaware,1954.0
367,DE,under18,2006,203729.0,Delaware,1954.0
368,DE,total,2005,845150.0,Delaware,1954.0
369,DE,under18,2005,201988.0,Delaware,1954.0
370,DE,total,2008,883874.0,Delaware,1954.0
371,DE,under18,2008,206116.0,Delaware,1954.0
372,DE,total,2007,871749.0,Delaware,1954.0
373,DE,under18,2007,205155.0,Delaware,1954.0
374,DE,under18,2013,203558.0,Delaware,1954.0
375,DE,total,2013,925749.0,Delaware,1954.0
376,DE,total,2009,891730.0,Delaware,1954.0
377,DE,under18,2009,206213.0,Delaware,1954.0
378,DE,under18,2010,205478.0,Delaware,1954.0
379,DE,total,2010,899711.0,Delaware,1954.0
380,DE,under18,2011,204801.0,Delaware,1954.0
381,DE,total,2011,907985.0,Delaware,1954.0
382,DE,under18,2012,204586.0,Delaware,1954.0
383,DE,total,2012,917053.0,Delaware,1954.0
384,DC,under18,2012,107642.0,District of Columbia,68.0
385,DC,total,2012,633427.0,District of Columbia,68.0
386,DC,under18,2011,103906.0,District of Columbia,68.0
387,DC,total,2011,619624.0,District of Columbia,68.0
388,DC,under18,2010,101309.0,District of Columbia,68.0
389,DC,total,2010,605125.0,District of Columbia,68.0
390,DC,under18,2013,111474.0,District of Columbia,68.0
391,DC,total,2013,646449.0,District of Columbia,68.0
392,DC,total,2009,592228.0,District of Columbia,68.0
393,DC,under18,2009,102098.0,District of Columbia,68.0
394,DC,total,2007,574404.0,District of Columbia,68.0
395,DC,under18,2007,104126.0,District of Columbia,68.0
396,DC,total,2008,580236.0,District of Columbia,68.0
397,DC,under18,2008,102257.0,District of Columbia,68.0
398,DC,total,2005,567136.0,District of Columbia,68.0
399,DC,under18,2005,107187.0,District of Columbia,68.0
400,DC,total,2006,570681.0,District of Columbia,68.0
401,DC,under18,2006,105651.0,District of Columbia,68.0
402,DC,total,2003,568502.0,District of Columbia,68.0
403,DC,under18,2003,111403.0,District of Columbia,68.0
404,DC,total,2004,567754.0,District of Columbia,68.0
405,DC,under18,2004,109756.0,District of Columbia,68.0
406,DC,total,2001,574504.0,District of Columbia,68.0
407,DC,under18,2001,114625.0,District of Columbia,68.0
408,DC,total,2002,573158.0,District of Columbia,68.0
409,DC,under18,2002,113822.0,District of Columbia,68.0
410,DC,total,1999,570220.0,District of Columbia,68.0
411,DC,under18,1999,115003.0,District of Columbia,68.0
412,DC,total,2000,572046.0,District of Columbia,68.0
413,DC,under18,2000,114503.0,District of Columbia,68.0
414,DC,under18,1998,113839.0,District of Columbia,68.0
415,DC,total,1998,565232.0,District of Columbia,68.0
416,DC,under18,1997,119531.0,District of Columbia,68.0
417,DC,total,1997,567739.0,District of Columbia,68.0
418,DC,under18,1996,121210.0,District of Columbia,68.0
419,DC,total,1996,572379.0,District of Columbia,68.0
420,DC,total,1995,580519.0,District of Columbia,68.0
421,DC,under18,1995,123620.0,District of Columbia,68.0
422,DC,total,1993,595302.0,District of Columbia,68.0
423,DC,under18,1993,120471.0,District of Columbia,68.0
424,DC,under18,1994,122170.0,District of Columbia,68.0
425,DC,total,1994,589240.0,District of Columbia,68.0
426,DC,total,1991,600870.0,District of Columbia,68.0
427,DC,under18,1991,116825.0,District of Columbia,68.0
428,DC,under18,1992,118636.0,District of Columbia,68.0
429,DC,total,1992,597567.0,District of Columbia,68.0
430,DC,under18,1990,112632.0,District of Columbia,68.0
431,DC,total,1990,605321.0,District of Columbia,68.0
432,FL,total,1990,13033307.0,Florida,65758.0
433,FL,under18,1990,2988807.0,Florida,65758.0
434,FL,under18,1991,3045638.0,Florida,65758.0
435,FL,total,1991,13369798.0,Florida,65758.0
436,FL,total,1994,14239444.0,Florida,65758.0
437,FL,under18,1994,3299887.0,Florida,65758.0
438,FL,under18,1993,3214066.0,Florida,65758.0
439,FL,total,1993,13927185.0,Florida,65758.0
440,FL,total,1992,13650553.0,Florida,65758.0
441,FL,under18,1992,3120439.0,Florida,65758.0
442,FL,under18,1995,3366468.0,Florida,65758.0
443,FL,total,1995,14537875.0,Florida,65758.0
444,FL,total,1996,14853360.0,Florida,65758.0
445,FL,under18,1996,3431695.0,Florida,65758.0
446,FL,under18,1998,3557561.0,Florida,65758.0
447,FL,under18,1997,3502269.0,Florida,65758.0
448,FL,total,1997,15186304.0,Florida,65758.0
449,FL,total,1998,15486559.0,Florida,65758.0
450,FL,total,1999,15759421.0,Florida,65758.0
451,FL,under18,1999,3611711.0,Florida,65758.0
452,FL,total,2000,16047515.0,Florida,65758.0
453,FL,under18,2000,3654880.0,Florida,65758.0
454,FL,total,2001,16356966.0,Florida,65758.0
455,FL,under18,2001,3714439.0,Florida,65758.0
456,FL,total,2002,16689370.0,Florida,65758.0
457,FL,under18,2002,3774624.0,Florida,65758.0
458,FL,total,2003,17004085.0,Florida,65758.0
459,FL,under18,2003,3820876.0,Florida,65758.0
460,FL,total,2004,17415318.0,Florida,65758.0
461,FL,under18,2004,3890734.0,Florida,65758.0
462,FL,total,2005,17842038.0,Florida,65758.0
463,FL,under18,2005,3968178.0,Florida,65758.0
464,FL,total,2006,18166990.0,Florida,65758.0
465,FL,under18,2006,4022912.0,Florida,65758.0
466,FL,total,2007,18367842.0,Florida,65758.0
467,FL,under18,2007,4031098.0,Florida,65758.0
468,FL,total,2008,18527305.0,Florida,65758.0
469,FL,under18,2008,4018372.0,Florida,65758.0
470,FL,total,2009,18652644.0,Florida,65758.0
471,FL,under18,2009,3997283.0,Florida,65758.0
472,FL,under18,2013,4026674.0,Florida,65758.0
473,FL,total,2013,19552860.0,Florida,65758.0
474,FL,under18,2010,3999532.0,Florida,65758.0
475,FL,total,2010,18846054.0,Florida,65758.0
476,FL,under18,2011,4002550.0,Florida,65758.0
477,FL,total,2011,19083482.0,Florida,65758.0
478,FL,under18,2012,4012421.0,Florida,65758.0
479,FL,total,2012,19320749.0,Florida,65758.0
480,GA,total,2012,9915646.0,Georgia,59441.0
481,GA,under18,2012,2487831.0,Georgia,59441.0
482,GA,under18,2011,2488898.0,Georgia,59441.0
483,GA,total,2011,9810181.0,Georgia,59441.0
484,GA,under18,2010,2490884.0,Georgia,59441.0
485,GA,total,2010,9713248.0,Georgia,59441.0
486,GA,total,2013,9992167.0,Georgia,59441.0
487,GA,total,2009,9620846.0,Georgia,59441.0
488,GA,under18,2009,2485781.0,Georgia,59441.0
489,GA,under18,2013,2489709.0,Georgia,59441.0
490,GA,total,2007,9349988.0,Georgia,59441.0
491,GA,under18,2007,2456249.0,Georgia,59441.0
492,GA,total,2008,9504843.0,Georgia,59441.0
493,GA,under18,2008,2479097.0,Georgia,59441.0
494,GA,total,2005,8925922.0,Georgia,59441.0
495,GA,under18,2005,2353604.0,Georgia,59441.0
496,GA,total,2006,9155813.0,Georgia,59441.0
497,GA,under18,2006,2406014.0,Georgia,59441.0
498,GA,total,2003,8622793.0,Georgia,59441.0
499,GA,under18,2003,2278710.0,Georgia,59441.0
500,GA,total,2004,8769252.0,Georgia,59441.0
501,GA,under18,2004,2308855.0,Georgia,59441.0
502,GA,total,2001,8377038.0,Georgia,59441.0
503,GA,under18,2001,2215390.0,Georgia,59441.0
504,GA,total,2002,8508256.0,Georgia,59441.0
505,GA,under18,2002,2249784.0,Georgia,59441.0
506,GA,total,1999,8045965.0,Georgia,59441.0
507,GA,under18,1999,2130698.0,Georgia,59441.0
508,GA,total,2000,8227303.0,Georgia,59441.0
509,GA,under18,2000,2176576.0,Georgia,59441.0
510,GA,total,1997,7685099.0,Georgia,59441.0
511,GA,under18,1997,2034163.0,Georgia,59441.0
512,GA,under18,1998,2078998.0,Georgia,59441.0
513,GA,total,1998,7863536.0,Georgia,59441.0
514,GA,under18,1996,1993171.0,Georgia,59441.0
515,GA,total,1996,7501069.0,Georgia,59441.0
516,GA,total,1995,7328413.0,Georgia,59441.0
517,GA,under18,1995,1949818.0,Georgia,59441.0
518,GA,under18,1992,1817781.0,Georgia,59441.0
519,GA,total,1992,6817203.0,Georgia,59441.0
520,GA,total,1993,6978240.0,Georgia,59441.0
521,GA,under18,1993,1865021.0,Georgia,59441.0
522,GA,under18,1994,1906539.0,Georgia,59441.0
523,GA,total,1994,7157165.0,Georgia,59441.0
524,GA,total,1991,6653005.0,Georgia,59441.0
525,GA,under18,1991,1773675.0,Georgia,59441.0
526,GA,under18,1990,1747363.0,Georgia,59441.0
527,GA,total,1990,6512602.0,Georgia,59441.0
528,HI,under18,1990,279983.0,Hawaii,10932.0
529,HI,total,1990,1113491.0,Hawaii,10932.0
530,HI,total,1991,1136754.0,Hawaii,10932.0
531,HI,under18,1991,287871.0,Hawaii,10932.0
532,HI,under18,1994,307517.0,Hawaii,10932.0
533,HI,total,1994,1187536.0,Hawaii,10932.0
